artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,
Bad Bunny;Chencho Corleone,Un Verano Sin Ti,Me Porto Bonito,178567,TRUE,0.911,0.712,0,-5.105,0,0.0817,0.0901,2.68E-05,0.0933,0.425,92.005,4,reggaeton,
benny blanco;Halsey;Khalid,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),173799,FALSE,0.56,0.68,0,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4,dance,
Grouplove,Never Trust a Happy Song,Tongue Tied,218013,FALSE,0.56,0.936,0,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,indie,
Linkin Park,Hybrid Theory (Bonus Edition),Crawling,208960,FALSE,0.58,0.702,0,-5.565,1,0.0337,0.0466,3.20E-06,0.536,0.299,105.076,4,alternative,
Marshmello;CHVRCHES,Here With Me,Here With Me,156346,FALSE,0.791,0.565,0,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4,dance,
Nirvana,MTV Unplugged In New York,The Man Who Sold The World,261093,FALSE,0.483,0.753,0,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,alternative,
Pearl Jam,Ten,Alive,340907,FALSE,0.284,0.875,0,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,alt-rock,
Galantis,Pharmacy,Runaway (U & I),227073,FALSE,0.506,0.805,0,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,edm,
Calvin Harris;Disciples,How Deep is Your Love (feat. Disciples),How Deep is Your Love (feat. Disciples),212640,FALSE,0.738,0.868,0,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,house,
Ellie Goulding;Juice WRLD,Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),186223,FALSE,0.657,0.768,0,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4,edm,
Nio Garcia;J Balvin;Bad Bunny,AM Remix,AM Remix,261334,TRUE,0.743,0.655,0,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,4,reggaeton,
Korn,See You On the Other Side,Coming Undone,199773,FALSE,0.687,0.677,0,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,4,metal,
Santhosh Narayanan;Anirudh Ravichander,"Thenmozhi (From ""Thiruchitrambalam"")","Thenmozhi (From ""Thiruchitrambalam"")",173225,FALSE,0.764,0.532,0,-5.979,0,0.0491,0.598,0,0.26,0.859,123.95,4,pop-film,
Ben E. King,Don't Play That Song (Mono),Stand by Me,180055,FALSE,0.65,0.306,0,-9.443,1,0.0393,0.57,7.07E-06,0.0707,0.605,118.068,4,soul,
The Neighbourhood,I Love You.,Afraid,251186,TRUE,0.464,0.701,0,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,rock,
Frank Ocean,channel ORANGE,Lost,234093,TRUE,0.913,0.603,0,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,4,soul,
Sinéad O'Connor,I Do Not Want What I Haven't Got,Nothing Compares 2 U,280040,FALSE,0.512,0.574,0,-7.016,1,0.0273,0.0425,2.31E-05,0.105,0.161,119.917,4,singer-songwriter,
Nelly Furtado,Loose,Say It Right,223080,FALSE,0.872,0.872,0,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,latin,
blink-182,blink-182,I Miss You,227250,FALSE,0.423,0.714,0,-8.295,1,0.045,0.00113,6.28E-06,0.0855,0.593,110.017,4,punk,
Bruno Mars;Anderson .Paak;Silk Sonic,An Evening With Silk Sonic,Leave The Door Open,242096,FALSE,0.586,0.616,0,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,dance,
5 Seconds of Summer,13 Reasons Why (Season 3),Teeth,204887,FALSE,0.756,0.448,0,-2.993,0,0.0404,0.0508,3.87E-06,0.11,0.431,139.031,4,dance,
Sia;Diplo;Labrinth;LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD","Genius (feat. Sia, Diplo, and Labrinth)",213706,FALSE,0.603,0.615,0,-4.931,0,0.165,0.0799,6.72E-05,0.117,0.561,158.657,4,dance,
Sech;Daddy Yankee;J Balvin;ROSALÍA;Farruko,Relación (Remix),Relación - Remix,247308,FALSE,0.793,0.771,0,-3.417,1,0.0959,0.0337,1.51E-06,0.284,0.835,171.943,4,reggaeton,
Yohani;Jubin Nautiyal;Tanishk Bagchi;Rashmi Virag;Surya Ragunaathan,"Manike (From ""Thank God"")","Manike (From ""Thank God"")",197473,FALSE,0.551,0.578,0,-7.005,0,0.0732,0.522,0,0.073,0.509,106.772,4,indie,
Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,190557,FALSE,0.763,0.628,0,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,4,house,
Aerosmith,Toys In The Attic,Walk This Way,220400,FALSE,0.653,0.73,0,-10.613,1,0.043,0.0114,1.03E-05,0.0754,0.894,108.705,4,hard-rock,
La Quinta Estacion,Flores De Alquiler,El Sol No Regresa,228560,FALSE,0.615,0.878,0,-4.056,1,0.035,0.052,1.16E-06,0.326,0.72,127.906,4,spanish,
Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,183306,FALSE,0.491,0.583,0,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,4,folk,
The 1975,I'm In Love With You,I'm In Love With You,262623,TRUE,0.668,0.902,0,-3.924,1,0.0386,0.169,8.74E-05,0.198,0.913,119.008,4,rock,
Two Feet,First Steps,Go Fuck Yourself,129599,TRUE,0.765,0.327,0,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,4,indie-pop,
Elton John;Britney Spears,Hold Me Closer,Hold Me Closer,202245,FALSE,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4,rock,
Cigarettes After Sex,Cigarettes After Sex,K.,320030,FALSE,0.454,0.4,0,-10.261,1,0.0265,0.139,0.846,0.137,0.327,93.719,4,indie,
The Strokes,Room On Fire,Reptilia,219826,FALSE,0.489,0.649,0,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,4,garage,
Radiohead,The Bends,High and Dry,257480,FALSE,0.419,0.383,0,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4,alternative,
Chani Nattan;Inderpal Moga,Daku,Daku,131077,FALSE,0.847,0.558,0,-5.855,0,0.0663,0.325,0,0.135,0.495,98.062,4,pop,
ATB;Topic;A7S,Your Love (9PM),Your Love (9PM),150052,FALSE,0.669,0.784,0,-5.603,1,0.112,0.194,6.28E-06,0.115,0.517,125.993,4,trance,
Adele,Easy On Me,Easy On Me,224694,FALSE,0.604,0.366,0,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,4,british,
XXXTENTACION,?,NUMB,186267,FALSE,0.414,0.416,0,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,4,emo,
The Killers,Hot Fuss,Mr. Brightside,222973,FALSE,0.352,0.911,0,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4,alternative,
Ed Sheeran,#ERROR!,Bad Habits,230746,FALSE,0.807,0.893,0,-3.745,0,0.0347,0.0451,2.79E-05,0.366,0.537,126.011,4,pop,
White Noise Baby Sleep;White Noise for Babies,Best White Noise for Baby Sleep - Loopable with No Fade,Clean White Noise - Loopable with no fade,90228,FALSE,0,0.00342,0,-28.46,1,0,0.791,1,0.111,0,0,0,sleep,
LE SSERAFIM,FEARLESS,FEARLESS,168437,FALSE,0.863,0.62,0,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971,4,k-pop,
Bill Withers,Menagerie,Lovely Day,254560,FALSE,0.692,0.651,0,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,funk,
The Chainsmokers;Coldplay,Memories...Do Not Open,Something Just Like This,247160,FALSE,0.617,0.635,0,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,4,house,
salvia palth,melanchole,i was all over her,161462,FALSE,0.529,0.353,0,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,emo,
Master KG;Nomcebo Zikode,Jerusalema,Jerusalema (feat. Nomcebo Zikode),342612,FALSE,0.88,0.483,0,-7.012,1,0.0505,0.0185,8.68E-06,0.0607,0.827,124.009,4,house,
Alessia Cara,Know-It-All,Scars To Your Beautiful,230240,FALSE,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,4,electro,
Christina Perri,A Thousand Years,A Thousand Years,285120,FALSE,0.421,0.407,0,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,rock,
Sublime,Sublime,Santeria,182746,FALSE,0.682,0.765,0,-5.021,0,0.0395,0.0268,3.42E-05,0.188,0.567,90.807,4,ska,
Avenged Sevenfold,Hail to the King,Hail to the King,305906,FALSE,0.58,0.916,0,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4,metal,
Becky G;KAROL G,MAMIII,MAMIII,226088,FALSE,0.843,0.7,0,-3.563,0,0.0803,0.0934,0,0.14,0.899,93.991,4,reggae,
Nicki Minaj,Queen Radio: Volume 1,Super Freaky Girl,170977,TRUE,0.951,0.878,0,-2.565,1,0.211,0.0509,1.61E-05,0.321,0.923,133.014,4,dance,
Christina Perri,A Thousand Years,A Thousand Years,285120,FALSE,0.421,0.407,0,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,pop,
The White Stripes,Elephant,Seven Nation Army,232106,FALSE,0.743,0.446,0,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,alternative,
3 Doors Down,Away From The Sun,Here Without You,238733,FALSE,0.557,0.533,0,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,4,alternative,
My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),186480,TRUE,0.21,0.94,0,-3.427,1,0.123,0.00602,0,0.269,0.255,179.722,4,emo,
Tracy Chapman,Tracy Chapman,Baby Can I Hold You,193120,FALSE,0.692,0.422,0,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,4,singer-songwriter,
Roxette,It Must Have Been Love,"It Must Have Been Love - From the Film ""Pretty Woman""",258786,FALSE,0.52,0.652,0,-6.655,1,0.0274,0.34,5.49E-05,0.256,0.722,80.609,4,swedish,
Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,269000,FALSE,0.618,0.938,0,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4,funk,
Don Henley,Building The Perfect Beast,The Boys Of Summer,288733,FALSE,0.516,0.549,0,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,singer-songwriter,
Van Halen,1984 (Remastered),Panama - 2015 Remaster,210226,FALSE,0.526,0.978,0,-5.436,1,0.108,0.00122,4.75E-05,0.0744,0.451,141.167,4,metal,
Bill Withers,Just As I Am,Ain't No Sunshine,125093,FALSE,0.527,0.415,0,-11.451,0,0.122,0.457,1.72E-05,0.117,0.515,78.169,4,soul,
Sia,This Is Acting,Cheap Thrills,211666,FALSE,0.628,0.698,0,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance,
Labrinth,Euphoria (Original Score from the HBO Series),Still Don't Know My Name,153294,FALSE,0.316,0.63,0,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,1,indie-pop,
Deftones,White Pony,Change (In the House of Flies),299533,FALSE,0.269,0.853,0,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4,alt-rock,
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),334666,FALSE,0.427,0.9,0,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,4,metal,
Bob Marley & The Wailers,Kaya,Is This Love,232200,FALSE,0.776,0.559,0,-8.375,0,0.103,0.11,0,0.0671,0.758,122.242,4,reggae,
"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland,288293,FALSE,0.802,0.756,0,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,jazz,
Marshmello;Bastille,Happier,Happier,214289,FALSE,0.687,0.792,0,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,4,edm,
Rauw Alejandro;Lyanno;Brray,LOKERA,LOKERA,195294,FALSE,0.834,0.828,0,-2.657,0,0.0452,0.21,5.91E-06,0.103,0.58,102.019,4,latino,
Clairo,Immunity,Sofia,188386,FALSE,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4,indie-pop,
The Offspring,Americana,Pretty Fly (For A White Guy),188666,FALSE,0.723,0.895,0,-3.707,0,0.102,0.088,0,0.0717,0.963,143.373,4,punk,
Radiohead,OK Computer,No Surprises,229120,FALSE,0.255,0.393,0,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,rock,
Ty Dolla $ign;The Weeknd;Wiz Khalifa;Mustard,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",242983,TRUE,0.805,0.33,0,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,4,soul,
Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,197732,FALSE,0.629,0.328,0,-8.284,1,0.029,0.768,2.50E-05,0.103,0.389,74.953,4,electro,
Neil Diamond,Sweet Caroline,Sweet Caroline,203573,FALSE,0.529,0.127,0,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,songwriter,
Pearl Jam,Ten,Even Flow,292580,FALSE,0.394,0.944,0,-6.506,0,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,4,grunge,
Riton;Nightcrawlers;Mufasa & Hypeman;Dopamine,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,169153,FALSE,0.824,0.862,0,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4,edm,
K.Flay,Every Where Is Some Where,High Enough,231600,FALSE,0.606,0.62,0,-5.005,1,0.0298,0.0301,0.0916,0.167,0.543,88.984,4,electro,
Don McLean,American Pie,American Pie,516893,FALSE,0.531,0.481,0,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,4,songwriter,
grandson,Blood // Water,Blood // Water,216720,FALSE,0.51,0.882,0,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4,alt-rock,
TWICE,Eyes Wide Open,I CAN'T STOP ME,205493,FALSE,0.657,0.88,0,-3.672,0,0.102,0.121,0,0.463,0.769,150.084,4,k-pop,
Wham!,LAST CHRISTMAS,Last Christmas,262960,FALSE,0.735,0.478,0,-12.472,1,0.0293,0.189,2.48E-06,0.355,0.947,107.682,4,disco,
Talking Heads,Talking Heads '77 (Deluxe Version),Psycho Killer - 2005 Remaster,261413,FALSE,0.721,0.521,0,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,punk,
Weezer,Weezer (Green Album),Island In The Sun,200306,FALSE,0.654,0.81,0,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,power-pop,
Blind Melon,Blind Melon,No Rain,217106,FALSE,0.389,0.476,0,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,4,blues,
Tom Rosenthal,Z-Sides,Lights Are On,193749,FALSE,0.44,0.04,0,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,4,songwriter,
mazie,the rainbow cassette,dumb dumb,125256,FALSE,0.783,0.472,0,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,4,indie-pop,
Jhayco;Anuel AA,Timelezz,Ley Seca,263253,FALSE,0.759,0.842,0,-3.758,1,0.096,0.101,0,0.134,0.584,105.059,4,latino,
Eminem;Nate Dogg,The Eminem Show,Till I Collapse,297786,TRUE,0.548,0.847,0,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,4,hip-hop,
Future;Drake;Tems,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),189893,TRUE,0.463,0.642,0,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,4,hip-hop,
MC Mazzie;Mc Rd;DJ NpcSize;DJ Wizard,Ele Te Bota Soca Soca,Ele Te Bota Soca Soca,180927,TRUE,0.896,0.746,0,-5.174,1,0.072,0.108,1.19E-06,0.139,0.752,130.138,4,funk,
Marshmello;Demi Lovato,OK Not To Be OK,OK Not To Be OK,159862,FALSE,0.743,0.837,0,-5.025,0,0.0649,0.0172,0,0.0743,0.263,103.072,4,progressive-house,
Sara Kays,Remember That Night?,Remember That Night?,227186,FALSE,0.679,0.61,0,-10.936,0,0.0305,0.585,9.51E-05,0.156,0.554,123.978,4,indie-pop,
Jhayco;Anuel AA,Timelezz,Ley Seca,263253,FALSE,0.759,0.842,0,-3.758,1,0.096,0.101,0,0.134,0.584,105.059,4,reggaeton,
John Mayer,Continuum,Slow Dancing in a Burning Room,242000,FALSE,0.667,0.361,0,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,5,songwriter,
Kanishk Seth;Kavita Seth,"Rangisari (From ""Jugjugg Jeeyo"")","Rangisari (From ""Jugjugg Jeeyo"")",223271,FALSE,0.524,0.758,0,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,4,indian,
Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,241306,FALSE,0.527,0.942,0,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,4,singer-songwriter,
BTS,MAP OF THE SOUL : 7,Filter,180220,FALSE,0.779,0.762,0,-5.188,0,0.0631,0.0224,0,0.121,0.859,110.043,4,k-pop,
Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,356066,TRUE,0.446,0.952,0,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,4,metal,
Tiësto;Ava Max,The Motto,The Motto,164818,FALSE,0.754,0.763,0,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,4,dance,
Gorillaz;Kali Uchis,Humanz (Deluxe),She's My Collar (feat. Kali Uchis),209560,FALSE,0.726,0.815,0,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,4,alternative,
ASTN,Happier Than Ever,Happier Than Ever,109325,TRUE,0.667,0.457,0,-6.885,0,0.439,0.341,0,0.114,0.266,97.604,4,soul,
Etta James,At Last!,At Last,179693,FALSE,0.274,0.348,0,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,3,blues,
AJR,OK ORCHESTRA,World's Smallest Violin,180746,TRUE,0.68,0.697,0,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4,rock,
Natti Natasha;Daddy Yankee;Wisin & Yandel,Mayor Que Usted,Mayor Que Usted,233519,FALSE,0.625,0.839,0,-4.824,0,0.0927,0.00762,2.35E-05,0.464,0.771,184.08,4,latino,
The Chainsmokers;Coldplay,Something Just Like This,Something Just Like This,247626,FALSE,0.607,0.649,0,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,4,house,
Bad Bunny;Buscabulla,Un Verano Sin Ti,Andrea,339611,TRUE,0.797,0.616,0,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,4,reggaeton,
The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",177826,TRUE,0.55,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4,metal,
Wisin & Yandel;Chris Brown;T-Pain,Líderes,Algo Me Gusta De Ti,274946,FALSE,0.627,0.768,0,-5.296,0,0.0325,0.00291,0,0.0598,0.237,127.953,4,reggaeton,
Maluma,Hawái,Hawái,200197,FALSE,0.787,0.728,0,-3.455,0,0.389,0.189,2.29E-05,0.0629,0.545,180.066,4,latino,
Bishop Briggs,Church Of Scars,River,216133,FALSE,0.733,0.477,0,-6.737,0,0.0687,0.302,2.97E-06,0.0579,0.545,62.507,4,electro,
Red Hot Chili Peppers,Stadium Arcadium,Dani California,282160,FALSE,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,4,alternative,
Clean Bandit;Zara Larsson,What Is Love? (Deluxe Edition),Symphony (feat. Zara Larsson),212733,FALSE,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,4,funk,
Jonas Blue;JP Cooper,Blue,Perfect Strangers,196613,FALSE,0.73,0.861,0,-4.1,1,0.0451,0.39,0,0.213,0.704,117.965,4,dance,
Audioslave,Audioslave,Like a Stone,293960,FALSE,0.614,0.568,0,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,4,alt-rock,
Rob Zombie,Hellbilly Deluxe,Dragula,222826,FALSE,0.591,0.963,0,-6.489,0,0.0531,8.74E-05,0.000107,0.0781,0.609,125.03,4,hard-rock,
Lauv,I met you when I was 18. (the playlist),I Like Me Better,197436,FALSE,0.752,0.505,0,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,4,dance,
Cavetown,Animal Kingdom,Boys Will Be Bugs,329049,TRUE,0.486,0.528,0,-11.722,1,0.0463,0.00387,1.40E-05,0.106,0.452,178.519,4,indie-pop,
Aimer,残響散歌,残響散歌,184893,FALSE,0.367,0.896,0,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4,j-pop,
Queen;David Bowie,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,248440,FALSE,0.671,0.712,0,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,4,rock,
BANNERS,Where The Shadow Ends,Someone To You,219801,FALSE,0.52,0.903,0,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,4,indie,
Zedd;Maren Morris;BEAUZ,Make You Say,Make You Say,206000,FALSE,0.687,0.61,0,-4.713,0,0.0499,0.351,0,0.175,0.649,128.15,4,german,
Lil Tjay,True 2 Myself,Sex Sounds,162453,TRUE,0.857,0.427,0,-8.638,1,0.112,0.281,0,0.108,0.366,130.033,4,r-n-b,
BTS,Proof,Born Singer,238628,FALSE,0.602,0.841,0,-3.334,0,0.109,0.0354,0,0.235,0.684,157.937,4,k-pop,
MEDUZA;Alok;Goodboys,Piece Of Your Heart (Alok Remix),Piece Of Your Heart - Alok Remix,166451,FALSE,0.797,0.86,0,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,4,electro,
Wisin & Yandel;Chris Brown;T-Pain,Líderes,Algo Me Gusta De Ti,274946,FALSE,0.627,0.768,0,-5.296,0,0.0325,0.00291,0,0.0598,0.237,127.953,4,reggae,
Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),228482,FALSE,0.597,0.45,0,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,pop,
Tanishk Bagchi;Jubin Nautiyal;Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",230292,FALSE,0.72,0.63,0,-5.549,1,0.0413,0.615,0,0.108,0.512,81.009,4,pop,
Jack Stauber,Pop Food,Oh Klahoma,185223,FALSE,0.697,0.401,0,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996,4,indie,
Sia,Everyday Is Christmas (Deluxe Edition),Snowman,165906,FALSE,0.716,0.512,0,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,3,dance,
Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté (Remix),Te Boté - Remix,417920,TRUE,0.903,0.675,0,-3.445,0,0.214,0.542,1.28E-05,0.0595,0.442,96.507,4,latino,
J Balvin;Skrillex,In Da Getto,In Da Getto,131065,FALSE,0.915,0.72,0,-3.126,1,0.0459,0.025,1.42E-05,0.0942,0.631,126.986,4,reggae,
Wu-Tang Clan;Method Man;Raekwon;Inspectah Deck;Buddha Monk,Enter The Wu-Tang (36 Chambers) [Expanded Edition],"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",252186,TRUE,0.479,0.549,0,-10.551,0,0.373,0.57,0.0235,0.127,0.576,180.985,4,hardcore,
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,244013,FALSE,0.648,0.594,0,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,rock,
Bazzi,Soul Searching,Paradise,169038,TRUE,0.844,0.644,0,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,4,electro,
"Earth, Wind & Fire",Raise!,Let's Groove,339320,FALSE,0.869,0.648,0,-8.698,0,0.0633,0.121,2.17E-05,0.126,0.9,125.035,4,funk,
Phantogram,Voices,Black Out Days,227160,FALSE,0.542,0.795,1,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,4,rock,
Jimmy Eat World,Bleed American,The Middle,165853,FALSE,0.643,0.849,1,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,4,punk-rock,
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,166253,FALSE,0.647,0.801,1,-2.946,0,0.249,0.0451,0,0.0628,0.517,180.108,4,reggae,
Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,243716,FALSE,0.65,0.715,1,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,latin,
J Balvin;Skrillex,In Da Getto,In Da Getto,131065,FALSE,0.915,0.72,1,-3.126,1,0.0459,0.025,1.42E-05,0.0942,0.631,126.986,4,reggaeton,
Modjo,Modjo (Remastered),Lady - Hear Me Tonight,307153,FALSE,0.72,0.808,1,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4,disco,
Declan McKenna,What Do You Think About the Car?,Brazil,252306,FALSE,0.687,0.617,1,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,4,indie-pop,
Wallows;Clairo,Nothing Happens,Are You Bored Yet? (feat. Clairo),178000,FALSE,0.682,0.683,1,-6.444,0,0.0287,0.156,2.32E-05,0.273,0.64,120.023,4,indie-pop,
Loud Luxury;Brando,Body,Body,163216,FALSE,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,4,house,
MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),148629,FALSE,0.607,0.767,1,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3,edm,
Becky G,Shower,Shower,206166,FALSE,0.699,0.529,1,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,4,dance,
Lil Peep;XXXTENTACION,"Come Over When You're Sober, Pt. 2",Falling Down - Bonus Track,196400,TRUE,0.669,0.574,1,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,emo,
The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,181186,FALSE,0.623,0.533,1,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4,alternative,
Calvin Harris;Disciples,How Deep is Your Love (feat. Disciples),How Deep is Your Love (feat. Disciples),212640,FALSE,0.738,0.868,1,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,progressive-house,
Ricky Montgomery,Montgomery Ricky,Mr Loverman,216880,FALSE,0.639,0.526,1,-6.697,1,0.0256,0.245,2.43E-05,0.25,0.488,130.033,3,indie,
Rascal Flatts,Me And My Gang,Life is a Highway,276320,FALSE,0.582,0.952,1,-3.848,1,0.0731,0.00324,0,0.223,0.655,103.027,4,country,
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,201538,FALSE,0.578,0.537,1,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,4,pop,
